17	0.4	11.7700453857791
18	0.4	11.7700453857791
19	0.4	11.7700453857791
20	0.4	11.7700453857791
23	0.4	11.7700453857791
13	0.4	11.780131114473
13	0.8	11.780131114473
15	0.4	11.780131114473
16	0.4	11.780131114473
17	0.5	11.780131114473
18	0.5	11.780131114473
19	0.5	11.780131114473
20	0.5	11.780131114473
22	0.4	11.780131114473
23	0.5	11.780131114473
13	0.5	11.7902168431669
14	0.4	11.7902168431669
14	0.8	11.7902168431669
15	0.5	11.7902168431669
16	0.5	11.7902168431669
17	0.6	11.7902168431669
17	0.7	11.7902168431669
17	0.8	11.7902168431669
18	0.6	11.7902168431669
18	0.7	11.7902168431669
18	0.8	11.7902168431669
19	0.6	11.7902168431669
19	0.7	11.7902168431669
19	0.8	11.7902168431669
21	0.4	11.7902168431669
22	0.5	11.7902168431669
24	0.4	11.7902168431669
25	0.4	11.7902168431669
13	0.6	11.8003025718608
13	0.7	11.8003025718608
14	0.5	11.8003025718608
15	0.6	11.8003025718608
15	0.7	11.8003025718608
15	0.8	11.8003025718608
16	0.6	11.8003025718608
16	0.7	11.8003025718608
16	0.8	11.8003025718608
21	0.5	11.8003025718608
23	0.6	11.8003025718608
23	0.7	11.8003025718608
23	0.8	11.8003025718608
24	0.5	11.8003025718608
25	0.5	11.8003025718608
14	0.6	11.8103883005547
14	0.7	11.8103883005547
