58	0.4	11.7498739283913
85	0.4	11.7498739283913
70	0.4	11.7498739283913
90	0.4	11.7498739283913
81	0.4	11.7498739283913
82	0.4	11.7498739283913
83	0.4	11.7498739283913
84	0.4	11.7498739283913
71	0.4	11.7498739283913
72	0.4	11.7498739283913
73	0.4	11.7498739283913
74	0.4	11.7498739283913
64	0.4	11.7498739283913
91	0.4	11.7498739283913
68	0.4	11.7498739283913
80	0.4	11.7498739283913
66	0.4	11.7498739283913
87	0.4	11.7498739283913
88	0.4	11.7498739283913
86	0.4	11.7498739283913
77	0.4	11.7498739283913
75	0.4	11.7498739283913
89	0.4	11.7498739283913
67	0.4	11.7498739283913
76	0.4	11.7498739283913
65	0.4	11.7498739283913
69	0.4	11.7498739283913
78	0.4	11.7498739283913
79	0.4	11.7498739283913
58	0.5	11.7599596570852
124	0.4	11.7599596570852
85	0.5	11.7599596570852
70	0.5	11.7599596570852
90	0.5	11.7599596570852
139	0.4	11.7599596570852
147	0.4	11.7599596570852
105	0.4	11.7599596570852
132	0.4	11.7599596570852
115	0.4	11.7599596570852
138	0.4	11.7599596570852
108	0.4	11.7599596570852
143	0.4	11.7599596570852
118	0.4	11.7599596570852
146	0.4	11.7599596570852
148	0.4	11.7599596570852
121	0.4	11.7599596570852
140	0.4	11.7599596570852
116	0.4	11.7599596570852
81	0.5	11.7599596570852
82	0.5	11.7599596570852
