Beam Size, Lenpen, WER
1, 0.1, 12.32476046394352
1, 0.2, 12.32476046394352
1, 0.3, 12.32476046394352
1, 0.4, 12.32476046394352
1, 0.5, 12.32476046394352
1, 0.6, 12.32476046394352
1, 0.7, 12.32476046394352
1, 0.8, 12.32476046394352
1, 0.9, 12.32476046394352
1, 1.0, 12.32476046394352
1, 1.1, 12.32476046394352
1, 1.2, 12.32476046394352
1, 1.3, 12.32476046394352
1, 1.4, 12.32476046394352
1, 1.5, 12.32476046394352
1, 1.6, 12.32476046394352
1, 1.7, 12.32476046394352
1, 1.8, 12.32476046394352
1, 1.9, 12.32476046394352
1, 2.0, 12.32476046394352
1, 2.1, 12.32476046394352
1, 2.2, 12.32476046394352
1, 2.3, 12.32476046394352
1, 2.4, 12.32476046394352
1, 2.5, 12.32476046394352
1, 2.6, 12.32476046394352
1, 2.7, 12.32476046394352
1, 2.8, 12.32476046394352
1, 2.9, 12.32476046394352
1, 3.0, 12.32476046394352
1, 3.1, 12.32476046394352
1, 3.2, 12.32476046394352
1, 3.3, 12.32476046394352
1, 3.4, 12.32476046394352
1, 3.5, 12.32476046394352
2, 0.1, 11.931417044881492
2, 0.2, 11.931417044881492
2, 0.3, 11.961674230963187
2, 0.4, 11.951588502269288
2, 0.5, 11.971759959657085
2, 0.6, 12.012102874432678
2, 0.7, 12.00201714573878
2, 0.8, 11.961674230963187
2, 0.9, 11.951588502269288
2, 1.0, 11.951588502269288
2, 1.1, 11.901159858799799
2, 1.2, 11.880988401412003
2, 1.3, 11.8910741301059
2, 1.4, 11.8910741301059
2, 1.5, 11.8910741301059
2, 1.6, 11.901159858799799
2, 1.7, 11.901159858799799
2, 1.8, 11.94150277357539
2, 1.9, 11.94150277357539
2, 2.0, 11.951588502269288
2, 2.1, 11.951588502269288
2, 2.2, 11.94150277357539
2, 2.3, 11.951588502269288
2, 2.4, 11.94150277357539
2, 2.5, 11.94150277357539
2, 2.6, 11.971759959657085
2, 2.7, 11.991931417044881
2, 2.8, 12.00201714573878
2, 2.9, 11.991931417044881
2, 3.0, 11.991931417044881
2, 3.1, 12.00201714573878
2, 3.2, 12.012102874432678
2, 3.3, 12.022188603126576
2, 3.4, 12.032274331820474
2, 3.5, 12.032274331820474
3, 0.1, 11.921331316187594
3, 0.2, 11.94150277357539
3, 0.3, 11.971759959657085
3, 0.4, 11.971759959657085
3, 0.5, 11.971759959657085
3, 0.6, 12.00201714573878
3, 0.7, 11.981845688350983
3, 0.8, 11.94150277357539
3, 0.9, 11.921331316187594
3, 1.0, 11.921331316187594
3, 1.1, 11.8910741301059
3, 1.2, 11.880988401412003
3, 1.3, 11.921331316187594
3, 1.4, 11.921331316187594
3, 1.5, 11.911245587493696
3, 1.6, 11.931417044881492
3, 1.7, 11.911245587493696
3, 1.8, 11.961674230963187
3, 1.9, 11.961674230963187
3, 2.0, 11.961674230963187
3, 2.1, 11.961674230963187
3, 2.2, 11.951588502269288
3, 2.3, 11.971759959657085
3, 2.4, 11.961674230963187
3, 2.5, 11.971759959657085
3, 2.6, 12.00201714573878
3, 2.7, 12.00201714573878
3, 2.8, 12.00201714573878
3, 2.9, 12.012102874432678
3, 3.0, 12.012102874432678
3, 3.1, 12.012102874432678
3, 3.2, 12.012102874432678
3, 3.3, 12.012102874432678
3, 3.4, 12.012102874432678
3, 3.5, 12.012102874432678
4, 0.1, 11.971759959657085
4, 0.2, 11.961674230963187
4, 0.3, 12.012102874432678
4, 0.4, 12.012102874432678
4, 0.5, 12.012102874432678
4, 0.6, 11.991931417044881
4, 0.7, 11.991931417044881
4, 0.8, 11.961674230963187
4, 0.9, 11.94150277357539
4, 1.0, 11.94150277357539
4, 1.1, 11.911245587493696
4, 1.2, 11.911245587493696
4, 1.3, 11.951588502269288
4, 1.4, 11.951588502269288
4, 1.5, 11.94150277357539
4, 1.6, 11.971759959657085
4, 1.7, 11.931417044881492
4, 1.8, 11.981845688350983
4, 1.9, 11.981845688350983
4, 2.0, 11.991931417044881
4, 2.1, 11.991931417044881
4, 2.2, 11.981845688350983
4, 2.3, 12.00201714573878
4, 2.4, 11.991931417044881
4, 2.5, 12.00201714573878
4, 2.6, 12.00201714573878
4, 2.7, 12.00201714573878
4, 2.8, 12.00201714573878
4, 2.9, 11.991931417044881
4, 3.0, 11.991931417044881
4, 3.1, 12.00201714573878
4, 3.2, 11.991931417044881
4, 3.3, 11.981845688350983
4, 3.4, 11.981845688350983
4, 3.5, 11.981845688350983
5, 0.1, 11.951588502269288
5, 0.2, 11.94150277357539
5, 0.3, 11.991931417044881
5, 0.4, 11.991931417044881
5, 0.5, 11.991931417044881
5, 0.6, 11.971759959657085
5, 0.7, 11.951588502269288
5, 0.8, 11.911245587493696
5, 0.9, 11.8910741301059
5, 1.0, 11.901159858799799
5, 1.1, 11.870902672718104
5, 1.2, 11.84064548663641
5, 1.3, 11.880988401412003
5, 1.4, 11.880988401412003
5, 1.5, 11.870902672718104
5, 1.6, 11.870902672718104
5, 1.7, 11.860816944024206
5, 1.8, 11.911245587493696
5, 1.9, 11.911245587493696
5, 2.0, 11.911245587493696
5, 2.1, 11.911245587493696
5, 2.2, 11.901159858799799
5, 2.3, 11.921331316187594
5, 2.4, 11.901159858799799
5, 2.5, 11.911245587493696
5, 2.6, 11.911245587493696
5, 2.7, 11.921331316187594
5, 2.8, 11.931417044881492
5, 2.9, 11.921331316187594
5, 3.0, 11.931417044881492
5, 3.1, 11.94150277357539
5, 3.2, 11.94150277357539
5, 3.3, 11.921331316187594
5, 3.4, 11.921331316187594
5, 3.5, 11.921331316187594
6, 0.1, 11.981845688350983
6, 0.2, 11.971759959657085
6, 0.3, 12.022188603126576
6, 0.4, 12.012102874432678
6, 0.5, 12.012102874432678
6, 0.6, 11.971759959657085
6, 0.7, 11.951588502269288
6, 0.8, 11.931417044881492
6, 0.9, 11.911245587493696
6, 1.0, 11.911245587493696
6, 1.1, 11.880988401412003
6, 1.2, 11.870902672718104
6, 1.3, 11.911245587493696
6, 1.4, 11.911245587493696
6, 1.5, 11.901159858799799
6, 1.6, 11.901159858799799
6, 1.7, 11.8910741301059
6, 1.8, 11.94150277357539
6, 1.9, 11.94150277357539
6, 2.0, 11.951588502269288
6, 2.1, 11.951588502269288
6, 2.2, 11.94150277357539
6, 2.3, 11.951588502269288
6, 2.4, 11.921331316187594
6, 2.5, 11.931417044881492
6, 2.6, 11.94150277357539
6, 2.7, 11.951588502269288
6, 2.8, 11.961674230963187
6, 2.9, 11.951588502269288
6, 3.0, 11.961674230963187
6, 3.1, 11.951588502269288
6, 3.2, 11.951588502269288
6, 3.3, 11.931417044881492
6, 3.4, 11.931417044881492
6, 3.5, 11.931417044881492
7, 0.1, 11.921331316187594
7, 0.2, 11.901159858799799
7, 0.3, 11.951588502269288
7, 0.4, 11.94150277357539
7, 0.5, 11.951588502269288
7, 0.6, 11.931417044881492
7, 0.7, 11.911245587493696
7, 0.8, 11.8910741301059
7, 0.9, 11.8910741301059
7, 1.0, 11.8910741301059
7, 1.1, 11.880988401412003
7, 1.2, 11.860816944024206
7, 1.3, 11.901159858799799
7, 1.4, 11.901159858799799
7, 1.5, 11.901159858799799
7, 1.6, 11.901159858799799
7, 1.7, 11.870902672718104
7, 1.8, 11.921331316187594
7, 1.9, 11.921331316187594
7, 2.0, 11.921331316187594
7, 2.1, 11.921331316187594
7, 2.2, 11.911245587493696
7, 2.3, 11.931417044881492
7, 2.4, 11.901159858799799
7, 2.5, 11.911245587493696
7, 2.6, 11.921331316187594
7, 2.7, 11.911245587493696
7, 2.8, 11.921331316187594
7, 2.9, 11.911245587493696
7, 3.0, 11.921331316187594
7, 3.1, 11.911245587493696
7, 3.2, 11.911245587493696
7, 3.3, 11.8910741301059
7, 3.4, 11.8910741301059
7, 3.5, 11.8910741301059
8, 0.1, 11.931417044881492
8, 0.2, 11.911245587493696
8, 0.3, 11.961674230963187
8, 0.4, 11.951588502269288
8, 0.5, 11.951588502269288
8, 0.6, 11.94150277357539
8, 0.7, 11.921331316187594
8, 0.8, 11.880988401412003
8, 0.9, 11.860816944024206
8, 1.0, 11.860816944024206
8, 1.1, 11.850731215330308
8, 1.2, 11.830559757942511
8, 1.3, 11.870902672718104
8, 1.4, 11.870902672718104
8, 1.5, 11.860816944024206
8, 1.6, 11.860816944024206
8, 1.7, 11.84064548663641
8, 1.8, 11.8910741301059
8, 1.9, 11.8910741301059
8, 2.0, 11.901159858799799
8, 2.1, 11.901159858799799
8, 2.2, 11.8910741301059
8, 2.3, 11.911245587493696
8, 2.4, 11.901159858799799
8, 2.5, 11.911245587493696
8, 2.6, 11.931417044881492
8, 2.7, 11.94150277357539
8, 2.8, 11.94150277357539
8, 2.9, 11.931417044881492
8, 3.0, 11.94150277357539
8, 3.1, 11.931417044881492
8, 3.2, 11.921331316187594
8, 3.3, 11.901159858799799
8, 3.4, 11.901159858799799
8, 3.5, 11.911245587493696
9, 0.1, 11.911245587493696
9, 0.2, 11.8910741301059
9, 0.3, 11.94150277357539
9, 0.4, 11.94150277357539
9, 0.5, 11.94150277357539
9, 0.6, 11.931417044881492
9, 0.7, 11.911245587493696
9, 0.8, 11.8910741301059
9, 0.9, 11.880988401412003
9, 1.0, 11.880988401412003
9, 1.1, 11.870902672718104
9, 1.2, 11.850731215330308
9, 1.3, 11.911245587493696
9, 1.4, 11.911245587493696
9, 1.5, 11.901159858799799
9, 1.6, 11.901159858799799
9, 1.7, 11.870902672718104
9, 1.8, 11.931417044881492
9, 1.9, 11.931417044881492
9, 2.0, 11.94150277357539
9, 2.1, 11.94150277357539
9, 2.2, 11.931417044881492
9, 2.3, 11.94150277357539
9, 2.4, 11.931417044881492
9, 2.5, 11.94150277357539
9, 2.6, 11.951588502269288
9, 2.7, 11.94150277357539
9, 2.8, 11.94150277357539
9, 2.9, 11.931417044881492
9, 3.0, 11.94150277357539
9, 3.1, 11.931417044881492
9, 3.2, 11.921331316187594
9, 3.3, 11.901159858799799
9, 3.4, 11.901159858799799
9, 3.5, 11.911245587493696
10, 0.1, 11.921331316187594
10, 0.2, 11.921331316187594
10, 0.3, 11.971759959657085
10, 0.4, 11.971759959657085
10, 0.5, 11.971759959657085
10, 0.6, 11.961674230963187
10, 0.7, 11.94150277357539
10, 0.8, 11.901159858799799
10, 0.9, 11.8910741301059
10, 1.0, 11.8910741301059
10, 1.1, 11.880988401412003
10, 1.2, 11.860816944024206
10, 1.3, 11.901159858799799
10, 1.4, 11.901159858799799
10, 1.5, 11.8910741301059
10, 1.6, 11.8910741301059
10, 1.7, 11.860816944024206
10, 1.8, 11.921331316187594
10, 1.9, 11.921331316187594
10, 2.0, 11.931417044881492
10, 2.1, 11.931417044881492
10, 2.2, 11.921331316187594
10, 2.3, 11.921331316187594
10, 2.4, 11.911245587493696
10, 2.5, 11.921331316187594
10, 2.6, 11.921331316187594
10, 2.7, 11.931417044881492
10, 2.8, 11.931417044881492
10, 2.9, 11.921331316187594
10, 3.0, 11.921331316187594
10, 3.1, 11.911245587493696
10, 3.2, 11.901159858799799
10, 3.3, 11.880988401412003
10, 3.4, 11.880988401412003
10, 3.5, 11.8910741301059
11, 0.1, 11.921331316187594
11, 0.2, 11.921331316187594
11, 0.3, 11.971759959657085
11, 0.4, 11.971759959657085
11, 0.5, 11.971759959657085
11, 0.6, 11.961674230963187
11, 0.7, 11.94150277357539
11, 0.8, 11.901159858799799
11, 0.9, 11.8910741301059
11, 1.0, 11.8910741301059
11, 1.1, 11.880988401412003
11, 1.2, 11.860816944024206
11, 1.3, 11.901159858799799
11, 1.4, 11.901159858799799
11, 1.5, 11.8910741301059
11, 1.6, 11.8910741301059
11, 1.7, 11.911245587493696
11, 1.8, 11.971759959657085
11, 1.9, 11.931417044881492
11, 2.0, 11.931417044881492
11, 2.1, 11.931417044881492
11, 2.2, 11.921331316187594
11, 2.3, 11.921331316187594
11, 2.4, 11.911245587493696
11, 2.5, 11.921331316187594
11, 2.6, 11.921331316187594
11, 2.7, 11.921331316187594
11, 2.8, 11.921331316187594
11, 2.9, 11.911245587493696
11, 3.0, 11.911245587493696
11, 3.1, 11.901159858799799
11, 3.2, 11.8910741301059
11, 3.3, 11.880988401412003
11, 3.4, 11.880988401412003
11, 3.5, 11.8910741301059
12, 0.1, 12.012102874432678
12, 0.2, 11.991931417044881
12, 0.3, 12.042360060514373
12, 0.4, 12.042360060514373
12, 0.5, 11.961674230963187
12, 0.6, 11.951588502269288
12, 0.7, 11.931417044881492
12, 0.8, 11.8910741301059
12, 0.9, 11.880988401412003
12, 1.0, 11.880988401412003
12, 1.1, 11.870902672718104
12, 1.2, 11.850731215330308
12, 1.3, 11.870902672718104
12, 1.4, 11.870902672718104
12, 1.5, 11.860816944024206
12, 1.6, 11.860816944024206
12, 1.7, 11.880988401412003
12, 1.8, 11.94150277357539
12, 1.9, 11.901159858799799
12, 2.0, 11.901159858799799
12, 2.1, 11.901159858799799
12, 2.2, 11.8910741301059
12, 2.3, 11.8910741301059
12, 2.4, 11.880988401412003
12, 2.5, 11.8910741301059
12, 2.6, 11.8910741301059
12, 2.7, 11.901159858799799
12, 2.8, 11.901159858799799
12, 2.9, 11.8910741301059
12, 3.0, 11.8910741301059
12, 3.1, 11.880988401412003
12, 3.2, 11.870902672718104
12, 3.3, 11.850731215330308
12, 3.4, 12.123045890065557
12, 3.5, 12.133131618759455
13, 0.1, 12.112960161371658
13, 0.2, 12.16338880484115
13, 0.3, 11.880988401412003
13, 0.4, 11.78013111447302
13, 0.5, 11.790216843166919
13, 0.6, 11.800302571860817
13, 0.7, 11.800302571860817
13, 0.8, 11.78013111447302
13, 0.9, 11.850731215330308
13, 1.0, 11.880988401412003
13, 1.1, 11.911245587493696
13, 1.2, 11.961674230963187
13, 1.3, 11.981845688350983
13, 1.4, 11.981845688350983
13, 1.5, 11.981845688350983
13, 1.6, 11.981845688350983
13, 1.7, 11.971759959657085
13, 1.8, 11.971759959657085
13, 1.9, 11.961674230963187
13, 2.0, 11.971759959657085
13, 2.1, 11.991931417044881
13, 2.2, 12.00201714573878
13, 2.3, 12.022188603126576
13, 2.4, 12.072617246596067
13, 2.5, 12.032274331820474
13, 2.6, 12.022188603126576
13, 2.7, 12.042360060514373
13, 2.8, 12.042360060514373
13, 2.9, 12.082702975289966
13, 3.0, 12.082702975289966
13, 3.1, 12.10287443267776
13, 3.2, 12.10287443267776
13, 3.3, 12.112960161371658
13, 3.4, 12.123045890065557
13, 3.5, 12.133131618759455
14, 0.1, 12.123045890065557
14, 0.2, 12.173474533535048
14, 0.3, 11.8910741301059
14, 0.4, 11.790216843166919
14, 0.5, 11.800302571860817
14, 0.6, 11.810388300554715
14, 0.7, 11.810388300554715
14, 0.8, 11.790216843166919
14, 0.9, 11.860816944024206
14, 1.0, 11.8910741301059
14, 1.1, 11.921331316187594
14, 1.2, 11.971759959657085
14, 1.3, 11.991931417044881
14, 1.4, 11.991931417044881
14, 1.5, 11.991931417044881
14, 1.6, 11.991931417044881
14, 1.7, 11.981845688350983
14, 1.8, 11.981845688350983
14, 1.9, 11.971759959657085
14, 2.0, 11.981845688350983
14, 2.1, 12.00201714573878
14, 2.2, 12.012102874432678
14, 2.3, 12.032274331820474
14, 2.4, 12.082702975289966
14, 2.5, 12.042360060514373
